,Place
1105,"चित्रकूट
"
1106,"गोरखपुर
"
1107,"बिजनौर
"
1108,"आनंद
"
1109,"गया
"
1110,"कुल्लू
"
1111,"घाटमपुर
"
1112,"अंकलेश्वर
"
1113,"कोडरमा
"
1114,"अमृतसर
"
1115,"वास्को डी गामा
"
1116,"कोहिमा
"
1117,"भागलपुर
"
1118,"गंगटोक
"
1119,"रामगढ
"
1120,"मुजफ्फरपुर
"
1121,"सीतापुर
"
1122,"जलपाईगुड़ी
"
1123,"जलपाईगुड़ी
"
1124,"रायबरेली
"
1125,"आसनसोल
"
1126,"डोडा
"
1127,"देवघर
"
1128,"जालौन
"
1129,"रायबरेली
"
1130,"चंपावत
"
1131,"वाराणसी / बनारस
"
1132,"बस्ती
"
1133,"मीरापुर
"
1134,"राजमुंदरी
"
1135,"ईटानगर
"
1136,"पुरी
"
1137,"कुरुक्षेत्र
"
1138,"खुर्जा
"
1139,"रतलाम
"
1140,"आंगलोंग
"
1141,"पिलानी
"
1142,"वल्लभगढ
"
1143,"पॉन्डिचेरी
"
1144,"गया
"
1145,"वारंगल
"
1146,"लद्दाख
"
1147,"ईटानगर
"
1148,"पिंजौर
"
1149,"वेरावल
"
1150,"गोआलपाड़ा
"
1151,"बर्धमान
"
1152,"बालासोर
"
1153,"रोसड़ा
"
1154,"गया
"
1155,"मिर्ज़ापुर
"
1156,"ऊटी
"
1157,"मेरठ
"
1158,"बीजापुर
"
1159,"खगड़िया
"
1160,"हाथरस
"
1161,"धारवाड़
"
1162,"दुमका
"
1163,"बर्धमान
"
1164,"अकोला
"
1165,"फ़ैजाबाद
"
1166,"अयोध्या
"
1167,"जलपाईगुड़ी
"
1168,"हल्दिया
"
1169,"सीतापुर
"
1170,"हाथरस
"
1171,"अबोहर
"
1172,"बालासोर
"
1173,"हल्द्वानी
"
1174,"मुजफ्फरपुर
"
1175,"गुमला
"
1176,"कूर्ग
"
1177,"डिब्रूगढ
"
1178,"बेल्लारी
"
1179,"झुंझुनू
"
1180,"जलपाईगुड़ी
"
1181,"सोपोर
"
1182,"शिमला
"
1183,"जयपुर
"
1184,"हल्द्वानी
"
1185,"विजयवाड़ा
"
1186,"इलाहाबाद
"
1187,"जम्मू
"
1188,"शिमोगा
"
1189,"हैदरगढ़
"
1190,"हापुड़
"
1191,"श्रीगंगानगर
"
1192,"चतरा
"
1193,"नागपुर
"
1194,"बरौनी
"
1195,"भोपाल
"
1196,"ईटानगर
"
1197,"मधेपुरा
"
1198,"हाफ़लांग
"
1199,"राजकोट
"
1200,"कोयंबतूर
"
1201,"नजीबाबाद
"
1202,"वल्लभगढ
"
1203,"शिमला
"
1204,"मंडी
"
1205,"वर्धा
"
1206,"वारंगल
"
1207,"चिपलून
"
1208,"अयोध्या
"
1209,"दुर्ग
"
1210,"जबलपुर
"
1211,"देहरादून
"
1212,"पिथौरागढ
"
1213,"बरौनी
"
1214,"सिलचर
"
1215,"गोआलपाड़ा
"
1216,"चंपारण
"
1217,"कुरुक्षेत्र
"
1218,"इदुकी
"
1219,"उस्मानाबाद
"
1220,"बोकारो
"
1221,"हजारीबाग
"
1222,"रोसड़ा
"
1223,"डोडा
"
1224,"बेल्लारी
"
1225,"गंगटोक
"
1226,"फ़रीदाबाद
"
1227,"रोसड़ा
"
1228,"चिकमंगलूर
"
1229,"बीजापुर
"
1230,"खम्मम
"
1231,"कटिहार
"
1232,"कुल्लू
"
1233,"जलगाँव
"
1234,"गया
"
1235,"कोल्हापुर
"
1236,"उन्नाव
"
1237,"अजमेर
"
1238,"जैसलमेर
"
1239,"राजमुंदरी
"
1240,"चंडीगढ
"
1241,"मुंबई
"
1242,"चंपावत
"
1243,"गाजीपुर
"
1244,"चिपलून
"
1245,"लखीमपुर-खीरी
"
1246,"शिमला
"
1247,"सतारा
"
1248,"राजमुंदरी
"
1249,"बर्धमान
"
1250,"कायमगंज
"
1251,"विशाखापत्तनम
"
1252,"जम्मू
"
1253,"बलरामपुर
"
1254,"कोलकता
"
1255,"बर्धमान
"
1256,"धनबाद
"
1257,"कुरुक्षेत्र
"
1258,"भिंड
"
1259,"तुमकुर
"
1260,"धर्मशाला
"
1261,"सिलचर
"
1262,"पिपली
"
1263,"हिसार
"
1264,"अमृतसर
"
1265,"कटरा
"
1266,"हल्दिया
"
1267,"अमृतसर
"
1268,"कूर्ग
"
1269,"बाराबंकी
"
1270,"रीवा
"
1271,"अलवर
"
1272,"गोपालपुर
"
1273,"संबलपुर
"
1274,"भिलाई
"
1275,"कालाहांडी
"
1276,"नांदेड़
"
1277,"विशाखापत्तनम
"
1278,"अजमेर
"
1279,"श्रीनगर
"
1280,"नई दिल्ली
"
1281,"शिलॉन्ग
"
1282,"चतरा
"
1283,"विलियमनगर
"
1284,"बालासोर
"
1285,"रत्नागढ़
"
1286,"नजीबाबाद
"
1287,"फ़िरोज़पुर
"
1288,"पंढरपुर
"
1289,"बुलंदशहर
"
1290,"राजगढ
"
1291,"रामगढ
"
1292,"भुवनेश्वर
"
1293,"राँची
"
1294,"देवघर
"
1295,"हैदरगढ़
"
1296,"रतलाम
"
1297,"अलीगढ़
"
1298,"नौगाँव
"
1299,"बेगूसराय
"
1300,"बीकानेर
"
1301,"मुजफ्फरपुर
"
1302,"कोलकता
"
1303,"पुरुलिया
"
1304,"देहरादून
"
1305,"जयनगर
"
1306,"कम्पिल
"
1307,"गोड्डा
"
1308,"लखनऊ
"
1309,"सतारा
"
1310,"पीलीभीत
"
1311,"आंगलोंग
"
1312,"उरई
"
1313,"रामनाथपुरम
"
1314,"फैसलाबाद
"
1315,"इदुकी
"
1316,"हैदराबाद
"
1317,"पिंजौर
"
1318,"बस्ती
"
1319,"मोकोकचुआंग
"
1320,"वर्धा
"
1321,"फ़िरोजाबाद
"
1322,"चतरा
"
1323,"झुंझुनू
"
1324,"खगड़िया
"
1325,"जोवाई
"
1326,"श्रीनगर
"
1327,"धर्मशाला
"
1328,"दुमका
"
1329,"गुमला
"
1330,"विलासपुर
"
1331,"लखीमपुर-खीरी
"
1332,"नई दिल्ली
"
1333,"मेहसाणा
"
1334,"मुंबई
"
1335,"हमीरपुर
"
1336,"आज़मगढ़
"
1337,"बर्धमान
"
1338,"नैनीताल
"
1339,"हासन
"
1340,"मधुबनी
"
1341,"तिनसुकिया
"
1342,"गिरीडीह
"
1343,"जैसलमेर
"
1344,"गोड्डा
"
1345,"बाँकुड़ा
"
1346,"ग्वालियर
"
1347,"हाजीपुर
"
1348,"चूड़ाचाँदपुर
"
1349,"बैंगलोर
"
1350,"शिलॉन्ग
"
1351,"आनंद
"
1352,"भिलाई
"
1353,"लोहरदग्गा
"
1354,"मेहसाणा
"
1355,"लखनऊ
"
1356,"खम्मम
"
1357,"मवाना
"
1358,"राजगढ
"
1359,"मंडी
"
1360,"राजगढ
"
1361,"लुधियाना
"
1362,"अलवर
"
1363,"लखीमपुर-खीरी
"
1364,"बिहार शरीफ़
"
1365,"चिकमंगलूर
"
1366,"त्रिवेन्द्रम
"
1367,"उस्मानाबाद
"
1368,"सेनापति
"
1369,"साहिबगंज
"
1370,"दुर्गापुर
"
1371,"पॉन्डिचेरी
"
1372,"रायगढ
"
1373,"बाँदा
"
1374,"आगरा
"
1375,"दीमापुर
"
1376,"आनंद
"
1377,"वास्को डी गामा
"
1378,"चित्रकूट
"
1379,"आगरा
"
1380,"बिजनौर
"
1381,"गया
"
1382,"एटा
"
1383,"मथुरा
"
1384,"तिरूनेलवेली
"
1385,"बरौनी
"
1386,"फ़तेहगढ
"
1387,"जशपुर
"
1388,"अम्बाला
"
1389,"बुलंदशहर
"
1390,"हाफ़लांग
"
1391,"मिर्ज़ापुर
"
1392,"पुरी
"
1393,"सीतापुर
"
1394,"जोवाई
"
1395,"गोआलपाड़ा
"
1396,"चिपलून
"
1397,"गोवा
"
1398,"देहरादून
"
1399,"आंगलोंग
"
1400,"यशवंतपुर
"
1401,"ॠषिकेष
"
1402,"अमृतसर
"
1403,"तुमकुर
"
1404,"मोतिहारी
"
1405,"रीवा
"
1406,"बैंगलोर
"
1407,"भिलाई
"
1408,"छिंदवाड़ा
"
1409,"मथुरा
"
1410,"मुजफ्फरपुर
"
1411,"बोकारो
"
1412,"जमशेदपुर
"
1413,"साहिबगंज
"
1414,"गंगटोक
"
1415,"बिहार
"
1416,"कालाहांडी
"
1417,"बोकारो
"
1418,"लुधियाना
"
1419,"मधेपुरा
"
1420,"जलंधर
"
1421,"बस्ती
"
1422,"रामगढ
"
1423,"चाईबासा
"
1424,"लद्दाख
"
1425,"तंजावुर
"
1426,"गुवाहाटी
"
1427,"बाँदा
"
1428,"कुरुक्षेत्र
"
1429,"जालौन
"
1430,"बीदर
"
1431,"फ़िरोजाबाद
"
1432,"राजगढ
"
1433,"अबोहर
"
1434,"गाजीपुर
"
1435,"बस्ती
"
1436,"गाजीपुर
"
1437,"इरोड
"
1438,"बेलगाँव
"
1439,"मसूरी
"
1440,"मेरठ
"
1441,"इंदौर
"
1442,"यशवंतपुर
"
1443,"पुणे
"
1444,"उस्मानाबाद
"
1445,"सेनापति
"
1446,"लखीमपुर-खीरी
"
1447,"जयपुर
"
1448,"देवघर
"
1449,"खम्मम
"
1450,"नोएडा
"
1451,"यशवंतपुर
"
1452,"चतरा
"
1453,"राजकोट
"
1454,"पंतनगर
"
1455,"तुमकुर
"
1456,"अगरतला
"
1457,"कायमगंज
"
1458,"बस्ती
"
1459,"इलाहाबाद
"
1460,"गाजीपुर
"
1461,"दार्जिलिंग
"
1462,"जम्मू
"
1463,"रामगढ
"
1464,"बीदर
"
1465,"सुपौल
"
1466,"चेन्नई
"
1467,"पलामू
"
1468,"सुपौल
"
1469,"भागलपुर
"
1470,"बरौनी
"
1471,"मोतिहारी
"
1472,"झरिया
"
1473,"लाड़नू
"
1474,"मोकोकचुआंग
"
1475,"हापुड़
"
1476,"मैसूर
"
1477,"फ़रीदाबाद
"
1478,"भुवनेश्वर
"
1479,"चंपावत
"
1480,"सिमडेगा
"
1481,"मिर्ज़ापुर
"
1482,"औरंगाबाद
"
1483,"जलपाईगुड़ी
"
1484,"भीलवाड़ा
"
1485,"नजीबाबाद
"
1486,"गोंडा
"
1487,"जलंधर
"
1488,"चतरा
"
1489,"खम्मम
"
1490,"सेनापति
"
1491,"घाटमपुर
"
1492,"लखीमपुर-खीरी
"
1493,"बिहार
"
1494,"कोहिमा
"
1495,"पूर्णिया
"
1496,"मधुबनी
"
1497,"आंध्रप्रदेश
"
1498,"होशियारपुर
"
1499,"अलवर
"
1500,"रामनाथपुरम
"
1501,"रीवा
"
1502,"ऊटी
"
1503,"लोहरदग्गा
"
1504,"वड़ोदरा
"
1505,"मेहसाणा
"
1506,"हजारीबाग
"
1507,"रायगढ
"
1508,"जलगाँव
"
1509,"फ़ैजाबाद
"
1510,"मोकोकचुआंग
"
1511,"हनुमानगढ़
"
1512,"बड़ौदा
"
1513,"राजमुंदरी
"
1514,"अगरतला
"
1515,"कलिंपोंग
"
1516,"वृन्दावन
"
1517,"पॉन्डिचेरी
"
1518,"बीकानेर
"
1519,"नागरकोइल
"
1520,"पलामू
"
1521,"जोवाई
"
1522,"बीजापुर
"
1523,"धनबाद
"
1524,"राँची
"
1525,"बम्बई
"
1526,"खगड़िया
"
1527,"वर्धा
"
1528,"चित्रकूट
"
1529,"काँची
"
1530,"हल्द्वानी
"
1531,"गाजीपुर
"
1532,"पुरी
"
1533,"कन्नौज
"
1534,"अनंतपुर
"
1535,"आंगलोंग
"
1536,"लखीमपुर-खीरी
"
1537,"दीमापुर
"
1538,"तुमकुर
"
1539,"विलासपुर
"
1540,"श्रीगंगानगर
"
1541,"जबलपुर
"
1542,"इंफाल
"
1543,"हाजीपुर
"
1544,"रोपड़
"
1545,"तंजावुर
"
1546,"नागपुर
"
1547,"झुंझुनू
"
1548,"झरिया
"
1549,"चाईबासा
"
1550,"टीकमगढ
"
1551,"भिंड
"
1552,"कायमगंज
"
1553,"सिलचर
"
1554,"सीतापुर
"
1555,"कलिंपोंग
"
1556,"झाँसी
"
1557,"कुल्लू
"
1558,"घाटशिला
"
1559,"पिंजौर
"
1560,"राजगढ
"
1561,"जयपुर
"
1562,"गाजीपुर
"
1563,"सीतापुर
"
1564,"चतरा
"
1565,"गोरखपुर
"
1566,"फ़ैजाबाद
"
1567,"पॉन्डिचेरी
"
1568,"मिर्ज़ापुर
"
1569,"मुजफ्फरपुर
"
1570,"श्रीनगर
"
1571,"कुचेरा चुनार
"
1572,"मधुबनी
"
1573,"भिंड
"
1574,"बाराबंकी
"
1575,"देवघर
"
1576,"शिलॉन्ग
"
1577,"अकोला
"
1578,"बैंगलोर
"
1579,"कोडरमा
"
1580,"चतरा
"
1581,"टीकमगढ
"
1582,"कलिंपोंग
"
1583,"हरदोई
"
1584,"हैदरगढ़
"
1585,"झरिया
"
1586,"मधुबनी
"
1587,"हासन
"
1588,"आइजोल
"
1589,"शिवसागर
"
1590,"नांदेड़
"
1591,"चिकमंगलूर
"
1592,"रोसड़ा
"
1593,"ईटानगर
"
1594,"जशपुर
"
1595,"दुर्गापुर
"
1596,"पिथौरागढ
"
1597,"फ़िरोजाबाद
"
1598,"सिमडेगा
"
1599,"नागपुर
"
1600,"उन्नाव
"
1601,"भुवनेश्वर
"
1602,"धर्मशाला
"
1603,"मथुरा
"
1604,"हाजीपुर
"
1605,"पिपली
"
1606,"जयनगर
"
1607,"काँची
"
1608,"जालौन
"
1609,"रत्नागीरी
"
1610,"गंगटोक
"
1611,"राजमुंदरी
"
1612,"बीजापुर
"
1613,"झारसुगड़ा
"
1614,"रोसड़ा
"
1615,"सतारा
"
1616,"अलवर
"
1617,"पणजी
"
1618,"रत्नागीरी
"
1619,"दीमापुर
"
1620,"इंफाल
"
1621,"सीतापुर
"
1622,"होशियारपुर
"
1623,"रामपुर
"
1624,"कन्याकुमारी
"
1625,"तूतीकोरन
"
1626,"कन्नौज
"
1627,"साहिबगंज
"
1628,"काँची
"
1629,"बम्बई
"
1630,"पूर्णिया
"
1631,"अयोध्या
"
1632,"कोच्ची
"
1633,"फ़ैजाबाद
"
1634,"ॠषिकेष
"
1635,"कटक
"
1636,"नई दिल्ली
"
1637,"वृन्दावन
"
1638,"बेल्लारी
"
1639,"ताम्ब्रम
"
1640,"कुरुक्षेत्र
"
1641,"कोडरमा
"
1642,"भरतपुर
"
1643,"चेन्नई
"
1644,"फ़ैजाबाद
"
1645,"कुल्लू
"
1646,"पीलीभीत
"
1647,"जैसलमेर
"
1648,"अबोहर
"
1649,"पंतनगर
"
1650,"नागपुर
"
1651,"देहरादून
"
1652,"पॉन्डिचेरी
"
1653,"काँची
"
1654,"फ़िरोजाबाद
"
1655,"पॉन्डिचेरी
"
1656,"राजकोट
"
1657,"फ़िरोज़पुर
"
1658,"बीदर
"
1659,"रायरंगपुर
"
1660,"चंडीगढ
"
1661,"औरंगाबाद
"
1662,"रतलाम
"
1663,"सुपौल
"
1664,"लुधियाना
"
1665,"मवाना
"
1666,"रायबरेली
"
1667,"ऊटी
"
1668,"लखीमपुर-खीरी
"
1669,"गोपालपुर
"
1670,"लखनऊ
"
1671,"हजारीबाग
"
1672,"उस्मानाबाद
"
1673,"छिंदवाड़ा
"
1674,"हरिद्वार
"
1675,"भद्रक
"
1676,"कोचीन
"
1677,"प्रयाग
"
1678,"हरदोई
"
1679,"कोचीन
"
1680,"कोहिमा
"
1681,"गोआलपाड़ा
"
1682,"गोपालपुर
"
1683,"विशाखापत्तनम
"
1684,"सुपौल
"
1685,"बोकारो
"
1686,"झाँसी
"
1687,"मथुरा
"
1688,"उस्मानाबाद
"
1689,"आदिलाबाद
"
1690,"चाईबासा
"
1691,"सोपोर
"
1692,"सिलीगुड़ी
"
1693,"तूतीकोरन
"
1694,"राजमुंदरी
"
1695,"कोचीन
"
1696,"हिसार
"
1697,"विलियमनगर
"
1698,"दुमका
"
1699,"देवरिया
"
1700,"बाराबंकी
"
1701,"आंध्रप्रदेश
"
1702,"मुजफ्फरपुर
"
1703,"जलंधर
"
1704,"गोपालपुर
"
1705,"जमशेदपुर
"
1706,"शिलॉन्ग
"
1707,"चिकमंगलूर
"
1708,"गुवाहाटी
"
1709,"लखनऊ
"
1710,"सुपौल
"
1711,"सलेम
"
1712,"सीतापुर
"
1713,"बेगूसराय
"
1714,"अलवर
"
1715,"बाँदा
"
1716,"चांगलांग
"
1717,"जैसलमेर
"
1718,"इंफाल
"
1719,"गोवा
"
1720,"अनंतनाग
"
1721,"भागलपुर
"
1722,"रत्नागढ़
"
1723,"हनुमानगढ़
"
1724,"वल्लभगढ
"
1725,"हरिद्वार
"
1726,"भागलपुर
"
1727,"घाटशिला
"
1728,"झुंझुनू
"
1729,"वृन्दावन
"
1730,"झुंझुनू
"
1731,"इदुकी
"
1732,"संबलपुर
"
1733,"दरभंगा
"
1734,"लखनऊ
"
1735,"त्रिचुर
"
1736,"भद्रक
"
1737,"मुजफ्फरनगर
"
1738,"कन्याकुमारी
"
1739,"बाँकुड़ा
"
1740,"काँची
"
1741,"पिपली
"
1742,"बाँदा
"
1743,"हजारीबाग
"
1744,"पीलीभीत
"
1745,"वेरावल
"
1746,"सोलन
"
1747,"बिहार शरीफ़
"
1748,"देवरिया
"
1749,"रत्नागीरी
"
1750,"चोपन
"
1751,"मसूरी
"
1752,"यशवंतपुर
"
1753,"त्रिचुर
"
1754,"भुज
"
1755,"बुलंदशहर
"
1756,"चतरा
"
1757,"वेरावल
"
1758,"आदिलाबाद
"
1759,"इटारसी
"
1760,"नागपुर
"
1761,"उदयपुर
"
1762,"त्रिचुर
"
1763,"भिलाई
"
1764,"गंगटोक
"
1765,"अलवर
"
1766,"उस्मानाबाद
"
1767,"होशंगाबाद
"
1768,"नजीबाबाद
"
1769,"कवरत्ती
"
1770,"अम्बाला
"
1771,"मेरठ
"
1772,"सिलचर
"
1773,"आंध्रप्रदेश
"
1774,"बोकारो
"
1775,"दमोह
"
1776,"मोतिहारी
"
1777,"कोयंबतूर
"
1778,"डिंडीगुल
"
1779,"कूर्ग
"
1780,"हरदोई
"
1781,"कुल्लू
"
1782,"बिजनौर
"
1783,"नेल्लूर
"
1784,"विजयवाड़ा
"
1785,"गंगटोक
"
1786,"कूर्ग
"
1787,"पिलानी
"
1788,"गुंटूर
"
1789,"कोडरमा
"
1790,"तिरूनेलवेली
"
1791,"देवघर
"
1792,"हरिद्वार
"
1793,"अहमदनगर
"
1794,"पिंपरी
"
1795,"जलगाँव
"
1796,"बम्बई
"
1797,"रायगढ
"
1798,"सिलचर
"
1799,"डिंडीगुल
"
1800,"बोकारो
"
1801,"फ़तेहगढ
"
1802,"इरोड
"
1803,"गुमला
"
1804,"इटारसी
"
1805,"चिकमंगलूर
"
1806,"उस्मानाबाद
"
1807,"आंध्रप्रदेश
"
1808,"रोपड़
"
1809,"बोकारो
"
1810,"त्रिचुर
"
1811,"अकोला
"
1812,"पटना
"
1813,"मंडी
"
1814,"गिरीडीह
"
1815,"कोच्ची
"
1816,"ॠषिकेष
"
1817,"पुरी
"
1818,"लखनऊ
"
1819,"दमोह
"
1820,"वल्लभगढ
"
1821,"ईटानगर
"
1822,"कुरुक्षेत्र
"
1823,"कायमगंज
"
1824,"जमशेदपुर
"
1825,"विशाखापत्तनम
"
1826,"सहारनपुर
"
1827,"कोहिमा
"
1828,"रामनाथपुरम
"
1829,"गोआलपाड़ा
"
1830,"हजारीबाग
"
1831,"मुजफ्फरपुर
"
1832,"डिंडीगुल
"
1833,"रायबरेली
"
1834,"गोरखपुर
"
1835,"कानपुर
"
1836,"कुचेरा चुनार
"
1837,"भरतपुर
"
1838,"सलेम
"
1839,"पठानकोट
"
1840,"झाँसी
"
1841,"पुरी
"
1842,"अलीगढ़
"
1843,"कोट्टायम
"
1844,"घाटशिला
"
1845,"रत्नागढ़
"
1846,"कायमगंज
"
1847,"हनुमानगढ़
"
1848,"त्रिवेन्द्रम
"
1849,"दीमापुर
"
1850,"इदुकी
"
1851,"खगड़िया
"
1852,"मोकोकचुआंग
"
1853,"विशाखापत्तनम
"
1854,"बिजनौर
"
1855,"धर्मशाला
"
1856,"बाराबंकी
"
1857,"गोरखपुर
"
1858,"लाड़नू
"
1859,"हरिद्वार
"
1860,"मधुबनी
"
1861,"विशाखापत्तनम
"
1862,"कलिंपोंग
"
1863,"फ़तेहगढ
"
1864,"कुल्लू
"
1865,"जामनगर
"
1866,"सन्त रविदास नगर
"
1867,"पिपली
"
1868,"कम्पिल
"
1869,"रायरंगपुर
"
1870,"इटारसी
"
1871,"शिलॉन्ग
"
1872,"रामगढ
"
1873,"हिसार
"
1874,"विलियमनगर
"
1875,"काँची
"
1876,"लुधियाना
"
1877,"श्रीनगर
"
1878,"हल्द्वानी
"
1879,"कटक
"
1880,"लखनऊ
"
1881,"सोमनाथ
"
1882,"शिमला
"
1883,"अनंतनाग
"
1884,"शिमोगा
"
1885,"घाटमपुर
"
1886,"सोलन
"
1887,"कोचीन
"
1888,"कोयंबतूर
"
1889,"तुमकुर
"
1890,"नई दिल्ली
"
1891,"हल्द्वानी
"
1892,"नागपुर
"
1893,"अम्बाला
"
1894,"तिरूनेलवेली
"
1895,"भद्रक
"
1896,"मोकोकचुआंग
"
1897,"पंतनगर
"
1898,"घाटशिला
"
1899,"हापुड़
"
1900,"भिंड
"
1901,"इंफाल
"
1902,"एर्नाकुलम
"
1903,"डोडा
"
1904,"नजीबाबाद
"
1905,"गुंटूर
"
1906,"शिमला
"
1907,"वेरावल
"
1908,"पठानकोट
"
1909,"दुर्ग
"
1910,"हैदरगढ़
"
1911,"सोलन
"
1912,"चेन्नई
"
1913,"रुद्रप्रयाग
"
1914,"बैतूल
"
1915,"पुरी
"
1916,"चोपन
"
1917,"सोपोर
"
1918,"बर्धमान
"
1919,"अबोहर
"
1920,"पणजी
"
1921,"शिमला
"
1922,"जयनगर
"
1923,"हरदोई
"
1924,"देवघर
"
1925,"पणजी
"
1926,"चाईबासा
"
1927,"सिमडेगा
"
1928,"मथुरा
"
1929,"कटरा
"
1930,"हापुड़
"
1931,"कोहिमा
"
1932,"मेरठ
"
1933,"बिहार
"
1934,"श्रीनगर
"
1935,"बैंगलोर
"
1936,"गंगटोक
"
1937,"गिरीडीह
"
1938,"कालीकट
"
1939,"बलरामपुर
"
1940,"जयपुर
"
1941,"नई दिल्ली
"
1942,"कालीकट
"
1943,"सेनापति
"
1944,"डोडा
"
1945,"लुधियाना
"
1946,"एटा
"
1947,"सोलन
"
1948,"बीजापुर
"
1949,"तिनसुकिया
"
1950,"रीवा
"
1951,"बेल्लारी
"
1952,"पटना
"
1953,"दुर्ग
"
1954,"वड़ोदरा
"
1955,"जलपाईगुड़ी
"
1956,"सतारा
"
1957,"काँची
"
1958,"बुलंदशहर
"
1959,"अयोध्या
"
1960,"जलगाँव
"
1961,"गिरीडीह
"
1962,"खगड़िया
"
1963,"डिब्रूगढ
"
1964,"हजारीबाग
"
1965,"भीलवाड़ा
"
1966,"भुज
"
1967,"रामपुर
"
1968,"मुजफ्फरनगर
"
1969,"कलिंपोंग
"
1970,"आगरा
"
1971,"बस्ती
"
1972,"तिरूनेलवेली
"
1973,"इलाहाबाद
"
1974,"कम्पिल
"
1975,"नैनीताल
"
1976,"गिरीडीह
"
1977,"श्रीनगर
"
1978,"हरिद्वार
"
1979,"हनुमानगढ़
"
1980,"राजगढ
"
1981,"घाटमपुर
"
1982,"आज़मगढ़
"
1983,"जालौन
"
1984,"नजीबाबाद
"
1985,"तुमकुर
"
1986,"शिवसागर
"
1987,"आगरा
"
1988,"भिलाई
"
1989,"नागपुर
"
1990,"बीकानेर
"
1991,"हाथरस
"
1992,"जलपाईगुड़ी
"
1993,"इरोड
"
1994,"सेनापति
"
1995,"कुरुक्षेत्र
"
1996,"अलीगढ़
"
1997,"लखनऊ
"
1998,"रोपड़
"
1999,"बलरामपुर
"
2000,"पुणे
"
2001,"जोधपुर
"
2002,"गाजीपुर
"
2003,"पुणे
"
2004,"सीतापुर
"
2005,"लेह
"
2006,"हाजीपुर
"
2007,"कोडरमा
"
2008,"कटिहार
"
2009,"अकबरपुर
"
2010,"वड़ोदरा
"
2011,"हापुड़
"
2012,"शिमला
"
2013,"अमृतसर
"
2014,"ईटानगर
"
2015,"फ़िरोजाबाद
"
2016,"तुएनसांग
"
2017,"ताम्ब्रम
"
2018,"रत्नागढ़
"
2019,"झाँसी
"
2020,"तुमकुर
"
2021,"नोएडा
"
2022,"रामपुर
"
2023,"रोसड़ा
"
2024,"बिजनौर
"
2025,"बाराबंकी
"
2026,"तुमकुर
"
2027,"झाँसी
"
2028,"लखीमपुर-खीरी
"
2029,"विजयवाड़ा
"
2030,"बर्धमान
"
2031,"नजीबाबाद
"
2032,"कम्पिल
"
2033,"बिलासपुर
"
2034,"अगरतला
"
2035,"भरतपुर
"
2036,"चंपारण
"
2037,"देहरादून
"
2038,"कोल्हापुर
"
2039,"पिथौरागढ
"
2040,"शिमोगा
"
2041,"बीदर
"
2042,"झाँसी
"
2043,"कटिहार
"
2044,"होशंगाबाद
"
2045,"अलवर
"
2046,"भद्रक
"
2047,"गुवाहाटी
"
2048,"गोरखपुर
"
2049,"जलगाँव
"
2050,"जयनगर
"
2051,"झरिया
"
2052,"कुरुक्षेत्र
"
2053,"सुपौल
"
2054,"विशाखापत्तनम
"
2055,"बलरामपुर
"
2056,"आसनसोल
"
2057,"रामपुर
"
2058,"चाईबासा
"
2059,"आनंद
"
2060,"झारसुगड़ा
"
2061,"फैसलाबाद
"
2062,"बिजनौर
"
2063,"मेरठ
"
2064,"कोल्हापुर
"
2065,"अजमेर
"
2066,"गंगानगर
"
2067,"अलीगढ़
"
2068,"मुजफ्फरपुर
"
2069,"कुचेरा चुनार
"
2070,"बेल्लारी
"
2071,"ताम्ब्रम
"
2072,"खगड़िया
"
2073,"विलासपुर
"
2074,"देहरादून
"
2075,"अयोध्या
"
2076,"बाँकुड़ा
"
2077,"एर्नाकुलम
"
2078,"राँची
"
2079,"अम्बाला
"
2080,"बस्ती
"
2081,"डिंडीगुल
"
2082,"अकबरपुर
"
2083,"बरौनी
"
2084,"फ़तेहगढ
"
2085,"राजमुंदरी
"
2086,"अगरतला
"
2087,"नई दिल्ली
"
2088,"सीतापुर
"
2089,"दार्जिलिंग
"
2090,"गोपालपुर
"
2091,"सीतापुर
"
2092,"इलाहाबाद
"
2093,"हैदराबाद
"
2094,"जलपाईगुड़ी
"
2095,"कटरा
"
2096,"भागलपुर
"
2097,"मेहसाणा
"
2098,"बैतूल
"
2099,"कटरा
"
2100,"कायमगंज
"
2101,"तिरूनेलवेली
"
2102,"पुणे
"
2103,"चाईबासा
"
2104,"अजमेर
"
2105,"तंजावुर
"
2106,"रामगढ
"
2107,"अकबरपुर
"
2108,"बरौनी
"
2109,"दुर्ग
"
2110,"भिंड
"
2111,"भद्रक
"
2112,"कन्याकुमारी
"
2113,"हिसार
"
2114,"मैनपुरी
"
2115,"गुंटूर
"
2116,"नौगाँव
"
2117,"जमशेदपुर
"
2118,"रायपुर
"
2119,"प्रयाग
"
2120,"इरोड
"
2121,"नासिक
"
2122,"कालाहांडी
"
2123,"घाटशिला
"
2124,"वाराणसी / बनारस
"
2125,"बाँसवाड़ा
"
2126,"दमोह
"
2127,"भीलवाड़ा
"
2128,"पिंपरी
"
2129,"लेह
"
2130,"हैदराबाद
"
2131,"तिनसुकिया
"
2132,"गुमला
"
2133,"गुमला
"
2134,"गोरखपुर
"
2135,"कुर्सियांग
"
2136,"पिपली
"
2137,"फ़िरोजाबाद
"
2138,"अजमेर
"
2139,"पटना
"
2140,"चूड़ाचाँदपुर
"
2141,"धनबाद
"
2142,"कन्नौज
"
2143,"वड़ोदरा
"
2144,"पटना
"
2145,"जैसलमेर
"
